City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,wynyard,-41.0,145.7167,11.77,75,100,2.24,AU,1726440591
364,smithers,54.7804,-127.1743,15.18,51,75,1.03,CA,1726440592
365,aqadyr,48.2553,72.8483,9.47,73,6,3.31,KZ,1726440594
366,newman,37.3138,-121.0208,27.24,33,50,6.71,US,1726440595
367,pimenta bueno,-11.6725,-61.1936,34.15,24,80,2.32,BR,1726440596
368,yuzhno-kurilsk,44.0306,145.8556,17.22,67,0,6.76,RU,1726440597
369,nsanje,-16.92,35.262,26.23,52,2,1.5,MW,1726440598
370,ashland,40.8167,-82.2665,28.3,36,0,5.28,US,1726440599
371,aberdeen,57.1437,-2.0981,10.27,89,0,3.09,GB,1726440600
372,victoria,22.2855,114.1577,28.51,83,30,2.24,HK,1726440463
373,slyudyanka,51.6594,103.7061,5.03,95,100,1.69,RU,1726440602
374,axim,4.8699,-2.2405,23.25,93,55,3.36,GH,1726440605
375,zheleznodorozhnyy,55.7503,38.0042,16.72,51,56,1.82,RU,1726440606
376,yakeshi,49.2833,120.7333,13.28,58,51,4.4,CN,1726440607
377,rongelap,11.1635,166.8941,28.64,78,83,7.02,MH,1726440608
378,kavaratti,10.5669,72.642,26.54,85,67,4.67,IN,1726440609
379,gadzhiyevo,69.2551,33.3362,9.31,98,100,2.78,RU,1726440610
380,sao vicente,-23.9631,-46.3919,19.43,26,100,3.3,BR,1726440417
381,barcelona,41.3888,2.159,21.97,56,0,2.57,ES,1726440447
382,marsh harbour,26.5412,-77.0636,29.74,70,98,2.08,BS,1726440334
383,sabha,27.0377,14.4283,29.96,34,0,5.37,LY,1726440615
384,vieste,41.8825,16.175,18.87,67,99,5.85,IT,1726440616
385,tefe,-3.3542,-64.7114,32.06,66,0,1.54,BR,1726440618
386,la gi,10.6667,107.7833,24.46,94,98,4.23,VN,1726440619
387,ngaoundere,7.3167,13.5833,17.96,90,97,0.72,CM,1726440620
388,sidi khaled,34.387,4.9879,26.11,42,6,3.38,DZ,1726440621
389,ringkobing,56.0901,8.244,13.99,94,75,2.57,DK,1726440622
390,saint-francois,46.4154,3.9054,8.14,88,0,2.06,FR,1726440623
391,barbate,36.1924,-5.9219,20.84,74,18,6.91,ES,1726440625
392,carutapera,-1.195,-46.02,25.99,80,40,5.05,BR,1726440627
393,solnechnogorsk,56.1833,36.9833,14.69,55,13,2.11,RU,1726440628
394,skelleftea,64.7507,20.9528,6.2,100,3,2.06,SE,1726440629
395,kuqa,41.7278,82.9364,20.72,33,60,2.1,CN,1726440630
396,cradock,-32.1642,25.6192,11.21,90,36,2.93,ZA,1726440631
397,bubaque,11.2833,-15.8333,25.92,86,100,5.85,GW,1726440632
398,kaya,13.0917,-1.0844,24.02,85,62,2.78,BF,1726440633
399,san juan,-31.5375,-68.5364,22.05,20,0,4.74,AR,1726440634
400,stepnogorsk,52.3544,71.8869,6.11,74,18,6.05,KZ,1726440636
401,st ives,50.2086,-5.4875,14.0,95,100,4.53,GB,1726440637
402,selfoss,63.9331,-20.9971,2.8,67,72,4.05,IS,1726440638
403,shiraz,29.6036,52.5388,22.69,46,0,2.06,IR,1726440640
404,galesong,-5.3166,119.3661,25.58,67,55,3.16,ID,1726440641
405,caldaro sulla strada del vino,46.4133,11.2462,12.19,63,97,1.96,IT,1726440642
406,timbuktu,16.7735,-3.0074,27.93,60,79,7.89,ML,1726440643
407,port shepstone,-30.7414,30.455,18.71,85,70,1.19,ZA,1726440644
408,colares,38.7992,-9.4469,24.55,22,4,6.02,PT,1726440646
409,yeed,4.55,43.0333,24.5,58,23,7.27,SO,1726440647
410,motygino,58.1831,94.7592,-0.61,94,78,1.43,RU,1726440648
411,vangviang,18.9333,102.45,20.64,99,100,0.9,LA,1726440649
412,mogocha,53.7333,119.7667,7.76,93,43,1.27,RU,1726440650
413,teresopolis,-22.4122,-42.9656,16.77,96,84,0.96,BR,1726440651
414,acarau,-2.8856,-40.12,25.57,80,3,8.49,BR,1726440652
415,hargeysa,9.56,44.065,23.81,43,41,10.53,SO,1726440653
416,barguzin,53.6167,109.6167,3.91,88,39,3.72,RU,1726440654
417,amboasary,-25.0333,46.3833,22.42,76,1,1.17,MG,1726440656
418,tsiombe,-25.3,45.4833,20.6,74,0,1.75,MG,1726440658
419,leava,-14.3,-178.1667,26.75,79,73,4.66,WF,1726440659
420,dalandzadgad,43.5708,104.425,11.45,57,18,0.71,MN,1726440660
421,nova sintra,14.8667,-24.7167,26.37,77,89,4.06,CV,1726440661
422,howrah,22.5892,88.3103,26.0,100,100,5.66,IN,1726440662
423,tarko-sale,64.9225,77.785,4.96,54,99,4.23,RU,1726440663
424,kirakira,-10.4544,161.9205,28.97,73,34,1.83,SB,1726440664
425,nema,57.5067,50.5011,12.83,90,38,1.76,RU,1726440665
426,vila velha,-20.3297,-40.2925,24.97,86,75,5.14,BR,1726440666
427,zuunmod,47.7069,106.9528,-2.43,92,0,0.51,MN,1726440667
428,withernsea,53.7311,0.0335,12.95,90,77,4.8,GB,1726440669
429,tamanrasset,22.785,5.5228,22.95,64,40,2.06,DZ,1726440670
430,shache,38.4167,77.2406,19.29,34,14,4.22,CN,1726440671
431,puerto asis,0.5133,-76.5007,29.13,54,15,0.61,CO,1726440672
432,ilanskiy,56.2358,96.065,1.89,88,100,1.65,RU,1726440673
433,sinabang,2.4803,96.3801,25.35,83,98,1.14,ID,1726440674
434,kashgar,39.4547,75.9797,18.56,48,75,8.0,CN,1726440675
435,waitara,-38.925,174.25,11.67,86,100,8.9,NZ,1726440676
436,pohang,36.0322,129.365,21.84,94,100,5.81,KR,1726440677
437,turkestan,43.3333,68.25,16.26,33,85,2.16,KZ,1726440678
438,maues,-3.3836,-57.7186,34.48,27,36,0.86,BR,1726440679
439,bousso,10.4795,16.7117,22.09,85,100,0.83,TD,1726440681
440,ploudalmezeau,48.5333,-4.65,9.21,93,0,0.0,FR,1726440682
441,lata,40.1629,-8.3327,16.12,33,0,2.01,PT,1726440684
442,shingu,33.7333,135.9833,27.09,86,21,0.72,JP,1726440685
443,el calafate,-50.3408,-72.2768,3.24,90,66,3.87,AR,1726440686
444,tralee,52.2704,-9.7026,9.56,93,69,1.81,IE,1726440687
445,kharabali,47.4196,47.2568,17.43,43,2,4.56,RU,1726440688
446,campbell river,50.0163,-125.2446,19.22,55,20,2.06,CA,1726440689
447,lazaro cardenas,17.9583,-102.2,29.7,76,100,2.95,MX,1726440690
448,beyneu,45.3167,55.2,21.04,35,99,4.95,KZ,1726440692
449,sajir,25.1825,44.5996,28.01,22,4,1.91,SA,1726440693
450,mutuali,-14.8706,37.0044,22.85,41,0,1.32,MZ,1726440694
451,mugia,43.1041,-9.2179,16.06,70,38,9.15,ES,1726440695
452,mukalla,14.5425,49.1242,27.37,82,100,3.95,YE,1726440696
453,karaidel',55.8337,56.9069,11.0,91,2,1.24,RU,1726440697
454,channagiri,14.0333,75.9333,19.47,97,95,3.56,IN,1726440698
455,east london,-33.0153,27.9116,17.22,80,94,5.85,ZA,1726440699
456,banda aceh,5.5577,95.3222,26.85,73,60,6.49,ID,1726440701
457,tres arroyos,-38.3739,-60.2798,7.14,51,22,2.5,AR,1726440702
458,kalmunai,7.4167,81.8167,27.0,79,100,3.18,LK,1726440704
459,qaisumah,28.3112,46.1273,29.98,17,0,0.0,SA,1726440705
460,castro alves,-12.7656,-39.4283,20.05,89,0,2.81,BR,1726440706
461,sohagpur,22.7,78.2,21.31,96,77,2.47,IN,1726440707
462,santa maria del oro,25.9333,-105.3667,24.62,49,86,4.01,MX,1726440708
463,aksu,41.1231,80.2644,18.77,46,31,2.81,CN,1726440709
464,palmerston north,-40.35,175.6167,14.86,73,96,0.45,NZ,1726440698
465,antsiranana,-12.2787,49.2917,21.72,72,8,8.45,MG,1726440711
466,scottburgh,-30.2867,30.7532,18.54,82,72,1.78,ZA,1726440712
467,lev tolstoy,53.2134,39.446,14.72,40,9,3.54,RU,1726440715
468,mossel bay,-34.1831,22.146,13.96,80,100,5.16,ZA,1726440716
469,taulaga,-11.0553,-171.0883,27.84,77,77,6.36,AS,1726440717
470,nelson bay,-32.7167,152.15,12.84,56,62,5.36,AU,1726440718
471,kaiapoi,-43.3783,172.6401,9.49,85,75,6.17,NZ,1726440719
472,malayer,34.2969,48.8235,17.35,42,91,1.76,IR,1726440721
473,saint-joseph,-21.3667,55.6167,18.21,68,48,4.36,RE,1726440722
474,mhamid,29.82,-5.72,31.92,22,0,2.83,MA,1726440723
475,flying fish cove,-10.4217,105.6791,23.82,94,75,3.09,CX,1726440724
476,suva,-18.1416,178.4415,27.71,74,75,1.03,FJ,1726440726
477,tacuarembo,-31.7333,-55.9833,10.59,84,0,2.32,UY,1726440727
478,wuwei,37.9281,102.6414,15.22,78,78,0.36,CN,1726440728
479,kondagaon,19.6,81.6667,20.87,93,100,2.52,IN,1726440729
480,kargil,34.5667,76.1,6.5,53,1,2.66,IN,1726440730
481,yanchep,-31.55,115.6833,12.17,62,0,6.04,AU,1726440731
482,turpan,42.9333,89.1667,22.13,28,2,1.66,CN,1726440732
483,kanbe,16.7053,96.0017,26.03,96,93,1.11,MM,1726440734
484,arno,60.1167,18.6333,9.45,65,71,1.81,SE,1726440735
485,francistown,-21.17,27.5079,24.68,21,46,3.9,BW,1726440736
486,uttar char fasson,22.2332,90.7132,28.24,81,100,9.86,BD,1726440738
487,tvoroyri,61.5556,-6.8111,8.79,74,82,7.31,FO,1726440739
488,barra do garcas,-15.89,-52.2567,29.96,24,18,2.24,BR,1726440740
489,sasovo,54.3537,41.9199,13.61,57,32,2.94,RU,1726440741
490,vilyuysk,63.7553,121.6247,-0.1,86,9,1.82,RU,1726440742
491,mineiros,-17.5694,-52.5511,28.79,22,61,2.87,BR,1726440743
492,tazovsky,67.4667,78.7,5.1,63,77,5.86,RU,1726440744
493,tangalle,6.024,80.7911,26.17,87,66,5.02,LK,1726440745
494,ndelele,4.0333,14.9333,19.89,98,75,0.58,CM,1726440748
495,sisimiut,66.9395,-53.6735,3.24,88,97,3.55,GL,1726440749
496,burutu,5.3509,5.5076,24.99,90,98,2.89,NG,1726440750
497,bogale,16.2833,95.4,24.85,93,98,1.87,MM,1726440751
498,raduzhny,62.0961,77.475,2.9,68,38,1.79,RU,1726440753
499,dolores,-36.3132,-57.6792,10.47,63,80,3.31,AR,1726440754
500,brookings,44.3114,-96.7984,29.0,48,0,7.2,US,1726440755
501,krasnoslobodsk,48.7072,44.5714,17.9,42,0,4.0,RU,1726440756
502,ceres,37.5949,-120.9577,28.31,33,0,4.12,US,1726440758
503,khabarovsk,48.4808,135.0928,9.89,93,0,2.0,RU,1726440759
504,tabuk,17.4189,121.4443,23.0,97,100,0.37,PH,1726440760
505,tyuratam,45.6507,63.3156,18.23,37,98,7.76,KZ,1726440761
506,nuku'alofa,-21.1333,-175.2,26.19,89,40,6.17,TO,1726440762
507,el estor,15.5333,-89.35,29.04,69,100,1.69,GT,1726440763
508,siofok,46.9041,18.058,11.07,84,100,10.72,HU,1726440764
509,mana,5.6592,-53.7767,26.99,81,35,5.43,GF,1726440765
510,ulladulla,-35.35,150.4667,10.99,37,0,2.32,AU,1726440766
511,mitu,1.1983,-70.1733,25.85,75,85,0.71,CO,1726440767
512,naze,28.3667,129.4833,27.51,88,95,4.64,JP,1726440768
513,ancud,-41.8697,-73.8203,7.41,86,26,2.02,CL,1726440770
514,tofol,5.3248,163.0078,28.88,89,75,2.06,FM,1726440771
515,huarmey,-10.0681,-78.1522,17.93,80,5,4.56,PE,1726440772
516,arenas de san pedro,40.2104,-5.0869,18.85,20,0,4.1,ES,1726440773
517,fandriana,-20.2333,47.3833,10.7,92,2,1.13,MG,1726440774
518,karukh,34.4811,62.5863,15.57,32,44,4.54,AF,1726440775
519,folkston,30.8305,-82.0098,25.01,88,89,2.54,US,1726440776
520,isiro,2.7739,27.616,20.39,95,94,0.7,CD,1726440777
521,betio village,1.358,172.9211,31.02,72,26,4.03,KI,1726440778
522,paita,-5.0892,-81.1144,17.73,82,69,7.8,PE,1726440779
523,urzhar,47.093,81.6294,12.23,53,1,2.3,KZ,1726440780
524,vrangel',42.7297,133.0839,16.0,70,92,3.61,RU,1726440782
525,barranca,-10.75,-77.7667,16.41,81,16,3.92,PE,1726440783
526,mbandaka,0.0487,18.2603,21.45,98,99,2.3,CD,1726440784
527,juneau,58.3019,-134.4197,11.34,97,100,7.72,US,1726440785
528,puerto armuelles,8.2833,-82.8667,27.83,79,100,3.58,PA,1726440786
529,hakodate,41.7758,140.7367,18.17,68,20,0.51,JP,1726440787
530,nogliki,51.8333,143.1667,13.67,65,5,4.77,RU,1726440788
531,amahai,-3.3333,128.9167,25.45,86,100,0.97,ID,1726440789
532,arta,39.1606,20.9853,19.27,69,11,1.82,GR,1726440790
533,road town,18.4167,-64.6167,30.02,74,40,3.09,VG,1726440791
534,seryshevo,51.0933,128.3786,15.11,62,100,7.79,RU,1726440793
535,banff,51.1762,-115.5698,16.21,39,80,2.06,CA,1726440794
536,lubu,23.1742,112.2809,25.12,92,39,1.05,CN,1726440795
537,puerto leguizamo,-0.1934,-74.7819,29.47,55,27,1.28,CO,1726440796
538,kapa'a,22.0752,-159.319,29.18,70,20,6.69,US,1726440797
539,loreto,22.2667,-101.9667,24.77,49,40,3.04,MX,1726440798
540,tessaoua,13.7574,7.9874,31.16,50,3,4.58,NE,1726440799
541,linqu,36.5156,118.5397,17.81,78,0,1.12,CN,1726440800
542,belomorsk,64.5232,34.7668,14.87,91,80,2.74,RU,1726440801
543,zeya,53.75,127.2667,10.95,66,100,3.5,RU,1726440802
544,manawar,22.2333,75.0833,22.81,85,16,3.07,IN,1726440803
545,zouerate,22.7187,-12.4521,35.86,21,38,5.67,MR,1726440805
546,olinda,-8.0089,-34.8553,25.85,73,40,6.17,BR,1726440806
547,bogotol,56.2078,89.5342,-0.49,91,97,2.17,RU,1726440807
548,phalaborwa,-23.943,31.1411,23.97,35,30,1.03,ZA,1726440808
549,tateyama,34.9833,139.8667,27.75,83,60,2.77,JP,1726440809
550,selty,57.3132,52.1345,12.78,89,4,1.49,RU,1726440810
551,manali,13.1667,80.2667,30.08,69,100,1.34,IN,1726440811
552,lengshuijiang,27.6881,111.4294,22.22,93,100,2.06,CN,1726440812
553,shelkovskaya,43.5069,46.3392,17.2,60,0,6.51,RU,1726440813
554,karamay,45.6004,84.8661,14.46,44,7,1.76,CN,1726440814
555,qionghai,19.2425,110.4642,24.31,95,3,1.39,CN,1726440816
556,saint peter,13.25,-59.6167,28.31,79,10,5.6,BB,1726440817
557,puerto san jose,13.9256,-90.8244,29.76,76,99,3.76,GT,1726440819
558,mokhsogollokh,61.4681,128.9203,1.72,62,88,0.97,RU,1726440820
559,cole harbour,44.6724,-63.4751,17.76,72,4,2.24,CA,1726440821
560,bovril,-31.3431,-59.4451,15.51,54,38,3.04,AR,1726440822
561,shafter,35.5005,-119.2718,31.51,18,0,7.12,US,1726440823
562,landen,50.7538,5.08,13.2,93,73,1.5,BE,1726440824
563,asaita,11.5636,41.4394,33.85,36,14,2.55,ET,1726440827
564,san carlos,9.6612,-68.5827,26.01,86,68,1.11,VE,1726440828
565,ak'ordat,15.5486,37.8867,26.66,62,90,1.53,ER,1726440829
566,gorontalo,0.5412,123.0595,25.79,82,96,1.7,ID,1726440830
567,kloulklubed,7.0419,134.2556,27.98,81,100,9.62,PW,1726440831
568,maba,24.6841,113.5984,24.99,21,28,0.83,CN,1726440832
569,paradip garh,20.3167,86.6167,26.52,79,100,5.87,IN,1726440833
570,dauphin,51.1494,-100.0502,28.08,28,0,8.75,CA,1726440834
571,vorkuta,67.5,64.0,12.53,98,81,3.76,RU,1726440836
572,bonthe,7.5264,-12.505,23.85,92,100,1.59,SL,1726440837
573,eyl,7.9803,49.8164,25.0,72,22,9.72,SO,1726440838
574,saint-pierre,-21.3393,55.4781,18.82,59,0,3.6,RE,1726440839
575,lensk,60.7253,114.9278,2.13,84,100,3.79,RU,1726440840
576,machico,32.7,-16.7667,23.35,78,75,4.12,PT,1726440841
577,daru,-9.0763,143.2092,25.23,89,100,7.62,PG,1726440842
578,ironwood,46.4547,-90.171,27.45,54,0,5.66,US,1726440843
579,portage la prairie,49.9728,-98.2926,27.72,34,9,3.09,CA,1726440844
580,ejigbo,7.9,4.3167,22.25,98,92,2.32,NG,1726440845
581,labrador city,52.9463,-66.9114,21.95,62,75,5.14,CA,1726440846
582,ormara,25.2088,64.6357,26.72,82,14,4.49,PK,1726440848
583,ola,59.5833,151.2833,8.23,64,61,4.28,RU,1726440849
584,chokwe,-24.5333,32.9833,21.94,82,10,1.85,MZ,1726440851
585,zhukovo,55.0318,36.744,14.21,54,62,2.09,RU,1726440852
